id,message,Communication,Electricity,Food,Infrastructure,Medical,Not Related,Rescue,Sanitation & Hygiene,Shelter,Transportation,Water
69032,"Medical aid needed, many are injured! Roads blocked, can't transport food and aid! We need bottled water and filtration kits! Public buildings damaged, unsafe for use!",0,0,0,1,1,0,0,0,0,1,1
69033,"Hunger crisis here, send food packages urgently! Urgent need for antibiotics and painkillers! Evacuation centers are full, more shelter required! Power lines down, no electricity in the area!",0,1,1,0,1,0,0,0,1,0,0
69034,"Generators running out of fuel, shelters in darkness! Garbage piling up, need sanitation workers now! We need tents and blankets, it's freezing!",0,1,0,0,0,0,0,1,1,0,0
69036,"Families with children need safe shelters! No power for days, need electricity restoration! No radio signals, emergency response affected! A building collapsed, people are inside!",1,1,0,0,0,0,1,0,1,0,0
69041,"Hygiene kits needed to prevent disease spread! Floodwaters rising, we need evacuation now! Evacuation centers are full, more shelter required!",0,0,0,0,0,0,1,1,1,0,0
69043,"Emergency responders can't charge equipment, need electricity! Phone networks down, no way to call for help! Urgent need for antibiotics and painkillers!",1,1,0,0,1,0,0,0,0,0,0
69045,"Hospitals need power backup immediately! Bridges collapsed, can't access affected areas! Our house was destroyed, need shelter urgently! Airport shut down, supplies not reaching us!",0,1,0,1,0,0,0,0,1,1,0
69046,"No toilets, sanitation crisis happening! Water pipelines broken, supply disrupted! Running out of clean water, people are dehydrated! Internet failure, can't reach authorities!",1,0,0,1,0,0,0,1,0,0,1
69048,"No power for days, need electricity restoration! No toilets, sanitation crisis happening! Buildings unstable, engineers needed for inspection! We need canned food, baby formula, and clean drinking water!",0,1,1,1,0,0,0,1,0,0,0
69051,"Urgent: Clean water required for survival! People with chronic illnesses need immediate medication! Helicopter rescue required, no way to escape!",0,0,0,0,1,0,1,0,0,0,1
69059,"No soap or clean water, people getting sick! Power lines down, no electricity in the area! We need tents and blankets, it's freezing!",0,1,0,0,0,0,0,1,1,0,0
69062,"Phone networks down, no way to call for help! Urgent: Clean water required for survival! Roads destroyed, blocking aid transport! No doctors or first aid available, please help!",1,0,0,1,1,0,0,0,0,0,1
69066,"Food distribution center is empty, need immediate assistance! Emergency responders can't charge equipment, need electricity! Roads blocked, can't transport food and aid!",0,1,1,0,0,0,0,0,0,1,0
69067,"Water pipelines broken, supply disrupted! We need bottled water and filtration kits! Power lines down, no electricity in the area! Garbage piling up, need sanitation workers now!",0,1,0,1,0,0,0,1,0,0,1
69068,"Phone networks down, no way to call for help! Helicopter rescue required, no way to escape! Emergency responders can't charge equipment, need electricity! Hospital overcrowded, need more medical staff!",1,1,0,0,1,0,1,0,0,0,0
69069,"Sewage leaking, risk of outbreak! Bridge collapsed, need alternative routes! Generators running out of fuel, shelters in darkness! People with chronic illnesses need immediate medication!",0,1,0,0,1,0,0,1,0,1,0
69070,"Floodwaters contaminated our water supply, need purification! Bridge collapsed, need alternative routes! Elderly and disabled stuck, urgent rescue help required! No power for days, need electricity restoration!",0,1,0,0,0,0,1,0,0,1,1
69073,"No way to evacuate, transport needed urgently! No power for days, need electricity restoration! Our house was destroyed, need shelter urgently!",0,1,0,0,0,0,0,0,1,1,0
69074,"Water pipelines broken, supply disrupted! Bridge collapsed, need alternative routes! People are trapped, rescue teams needed! Lost contact with loved ones, any updates?",1,0,0,1,0,0,1,0,0,1,0
69075,"We need bottled water and filtration kits! No way to evacuate, transport needed urgently! Floodwaters rising, we need evacuation now! Evacuation centers are full, more shelter required!",0,0,0,0,0,0,1,0,1,1,1
69076,"Floodwaters rising, we need evacuation now! Buildings unstable, engineers needed for inspection! Garbage piling up, need sanitation workers now! Phone networks down, no way to call for help!",1,0,0,1,0,0,1,1,0,0,0
69080,"Urgent need for antibiotics and painkillers! Airport shut down, supplies not reaching us! Phone networks down, no way to call for help! Roads destroyed, blocking aid transport!",1,0,0,1,1,0,0,0,0,1,0
69081,"No place to stay, sleeping outside in the cold! Floodwaters contaminated our water supply, need purification! Sewage leaking, risk of outbreak!",0,0,0,0,0,0,0,1,1,0,1
69082,"No toilets, sanitation crisis happening! Internet failure, can't reach authorities! We have no food left, please send supplies! Water supply cut off, no drinking water available!",1,0,1,0,0,0,0,1,0,0,1
69083,"Bridges collapsed, can't access affected areas! No soap or clean water, people getting sick! No radio signals, emergency response affected!",1,0,0,1,0,0,0,1,0,0,0
69085,"Garbage piling up, need sanitation workers now! A building collapsed, people are inside! Families with children need safe shelters! Need satellite phones for coordination!",1,0,0,0,0,0,1,1,1,0,0
69088,"Running out of clean water, people are dehydrated! Roads destroyed, blocking aid transport! People with chronic illnesses need immediate medication! No radio signals, emergency response affected!",1,0,0,1,1,0,0,0,0,0,1
69089,"We have no food left, please send supplies! Medical aid needed, many are injured! Hygiene kits needed to prevent disease spread!",0,0,1,0,1,0,0,1,0,0,0
69095,"People are trapped, rescue teams needed! Water pipelines broken, supply disrupted! No radio signals, emergency response affected! Running out of clean water, people are dehydrated!",1,0,0,1,0,0,1,0,0,0,1
69096,"No place to stay, sleeping outside in the cold! Emergency responders can't charge equipment, need electricity! Food distribution center is empty, need immediate assistance!",0,1,1,0,0,0,0,0,1,0,0
69097,"Floodwaters contaminated our water supply, need purification! No soap or clean water, people getting sick! Our house was destroyed, need shelter urgently! Elderly and disabled stuck, urgent rescue help required!",0,0,0,0,0,0,1,1,1,0,1
69099,"Water pipelines broken, supply disrupted! Elderly and disabled stuck, urgent rescue help required! We need canned food, baby formula, and clean drinking water! Airport shut down, supplies not reaching us!",0,0,1,1,0,0,1,0,0,1,0
69100,"Urgent: Clean water required for survival! Helicopter rescue required, no way to escape! Lost contact with loved ones, any updates? Water pipelines broken, supply disrupted!",1,0,0,1,0,0,1,0,0,0,1
69101,"Power lines down, no electricity in the area! Airport shut down, supplies not reaching us! We have no food left, please send supplies! No soap or clean water, people getting sick!",0,1,1,0,0,0,0,1,0,1,0
69102,"No soap or clean water, people getting sick! No place to stay, sleeping outside in the cold! Airport shut down, supplies not reaching us! We need canned food, baby formula, and clean drinking water!",0,0,1,0,0,0,0,1,1,1,0
69103,"Phone networks down, no way to call for help! Power lines down, no electricity in the area! No doctors or first aid available, please help!",1,1,0,0,1,0,0,0,0,0,0
69104,"Roads destroyed, blocking aid transport! Need satellite phones for coordination! Medical aid needed, many are injured! Floodwaters rising, we need evacuation now!",1,0,0,1,1,0,1,0,0,0,0
69106,"No doctors or first aid available, please help! Evacuation centers are full, more shelter required! Hospitals need power backup immediately! Buildings unstable, engineers needed for inspection!",0,1,0,1,1,0,0,0,1,0,0
69111,"No place to stay, sleeping outside in the cold! Elderly and disabled stuck, urgent rescue help required! Ambulance stuck, need assistance clearing roads!",0,0,0,0,0,0,1,0,1,1,0
69114,"Urgent: Clean water required for survival! Internet failure, can't reach authorities! Sewage leaking, risk of outbreak! We need tents and blankets, it's freezing!",1,0,0,0,0,0,0,1,1,0,1
69120,"Our house was destroyed, need shelter urgently! Urgent need for antibiotics and painkillers! Hygiene kits needed to prevent disease spread!",0,0,0,0,1,0,0,1,1,0,0
69122,"People with chronic illnesses need immediate medication! We need canned food, baby formula, and clean drinking water! Public buildings damaged, unsafe for use!",0,0,1,1,1,0,0,0,0,0,0
69125,"Lost contact with loved ones, any updates? Floodwaters contaminated our water supply, need purification! Evacuation centers are full, more shelter required!",1,0,0,0,0,0,0,0,1,0,1
69127,"Floodwaters rising, we need evacuation now! Food distribution center is empty, need immediate assistance! Phone networks down, no way to call for help! We need tents and blankets, it's freezing!",1,0,1,0,0,0,1,0,1,0,0
69130,"Power lines down, no electricity in the area! Urgent need for antibiotics and painkillers! Urgent: Clean water required for survival! Helicopter rescue required, no way to escape!",0,1,0,0,1,0,1,0,0,0,1
69134,"We need bottled water and filtration kits! Buildings unstable, engineers needed for inspection! Families with children need safe shelters! Urgent need for antibiotics and painkillers!",0,0,0,1,1,0,0,0,1,0,1
69136,"Public buildings damaged, unsafe for use! Lost contact with loved ones, any updates? Hunger crisis here, send food packages urgently! No toilets, sanitation crisis happening!",1,0,1,1,0,0,0,1,0,0,0
69139,"Garbage piling up, need sanitation workers now! Food distribution center is empty, need immediate assistance! No power for days, need electricity restoration! Roads destroyed, blocking aid transport!",0,1,1,1,0,0,0,1,0,0,0
69141,"We need canned food, baby formula, and clean drinking water! Buildings unstable, engineers needed for inspection! We need tents and blankets, it's freezing! A building collapsed, people are inside!",0,0,1,1,0,0,1,0,1,0,0
69143,"People with chronic illnesses need immediate medication! No way to evacuate, transport needed urgently! Running out of clean water, people are dehydrated! Elderly and disabled stuck, urgent rescue help required!",0,0,0,0,1,0,1,0,0,1,1
69144,"Internet failure, can't reach authorities! Garbage piling up, need sanitation workers now! We need tents and blankets, it's freezing! People are trapped, rescue teams needed!",1,0,0,0,0,0,1,1,1,0,0
69145,"No soap or clean water, people getting sick! Urgent need for antibiotics and painkillers! Phone networks down, no way to call for help!",1,0,0,0,1,0,0,1,0,0,0
69147,"Urgent: Clean water required for survival! Roads destroyed, blocking aid transport! Airport shut down, supplies not reaching us!",0,0,0,1,0,0,0,0,0,1,1
69149,"Bridge collapsed, need alternative routes! No radio signals, emergency response affected! Families are starving, emergency food needed! Medical aid needed, many are injured!",1,0,1,0,1,0,0,0,0,1,0
69150,"No doctors or first aid available, please help! Airport shut down, supplies not reaching us! No toilets, sanitation crisis happening!",0,0,0,0,1,0,0,1,0,1,0
69151,"No doctors or first aid available, please help! Internet failure, can't reach authorities! Garbage piling up, need sanitation workers now!",1,0,0,0,1,0,0,1,0,0,0
69153,"Phone networks down, no way to call for help! Water pipelines broken, supply disrupted! Floodwaters rising, we need evacuation now!",1,0,0,1,0,0,1,0,0,0,0
69155,"Generators running out of fuel, shelters in darkness! Bridges collapsed, can't access affected areas! Families are starving, emergency food needed!",0,1,1,1,0,0,0,0,0,0,0
69158,"No toilets, sanitation crisis happening! Power lines down, no electricity in the area! Floodwaters contaminated our water supply, need purification! Phone networks down, no way to call for help!",1,1,0,0,0,0,0,1,0,0,1
69161,"Generators running out of fuel, shelters in darkness! Bridge collapsed, need alternative routes! Urgent: Clean water required for survival! Lost contact with loved ones, any updates?",1,1,0,0,0,0,0,0,0,1,1
69162,"Evacuation centers are full, more shelter required! Lost contact with loved ones, any updates? Roads destroyed, blocking aid transport! Hospital overcrowded, need more medical staff!",1,0,0,1,1,0,0,0,1,0,0
69164,"Roads blocked, can't transport food and aid! Hospital overcrowded, need more medical staff! Bridges collapsed, can't access affected areas! We have no food left, please send supplies!",0,0,1,1,1,0,0,0,0,1,0
69166,"Ambulance stuck, need assistance clearing roads! Our house was destroyed, need shelter urgently! Generators running out of fuel, shelters in darkness!",0,1,0,0,0,0,0,0,1,1,0
69167,"Water supply cut off, no drinking water available! Lost contact with loved ones, any updates? Public buildings damaged, unsafe for use! Our house was destroyed, need shelter urgently!",1,0,0,1,0,0,0,0,1,0,1
69169,"Floodwaters rising, we need evacuation now! Hospitals need power backup immediately! Running out of clean water, people are dehydrated!",0,1,0,0,0,0,1,0,0,0,1
69172,"Roads destroyed, blocking aid transport! Our house was destroyed, need shelter urgently! Hospitals need power backup immediately! Hunger crisis here, send food packages urgently!",0,1,1,1,0,0,0,0,1,0,0
69174,"People are trapped, rescue teams needed! No way to evacuate, transport needed urgently! People with chronic illnesses need immediate medication! Emergency responders can't charge equipment, need electricity!",0,1,0,0,1,0,1,0,0,1,0
69175,"Airport shut down, supplies not reaching us! Floodwaters rising, we need evacuation now! No radio signals, emergency response affected! Water supply cut off, no drinking water available!",1,0,0,0,0,0,1,0,0,1,1
69176,"Lost contact with loved ones, any updates? Water pipelines broken, supply disrupted! Hunger crisis here, send food packages urgently! Helicopter rescue required, no way to escape!",1,0,1,1,0,0,1,0,0,0,0
69177,"Public buildings damaged, unsafe for use! Hospitals need power backup immediately! Floodwaters rising, we need evacuation now! We need bottled water and filtration kits!",0,1,0,1,0,0,1,0,0,0,1
69182,"Airport shut down, supplies not reaching us! Families are starving, emergency food needed! Floodwaters contaminated our water supply, need purification!",0,0,1,0,0,0,0,0,0,1,1
69184,"No soap or clean water, people getting sick! Ambulance stuck, need assistance clearing roads! Water pipelines broken, supply disrupted! Internet failure, can't reach authorities!",1,0,0,1,0,0,0,1,0,1,0
69185,"Emergency responders can't charge equipment, need electricity! Bridge collapsed, need alternative routes! Bridges collapsed, can't access affected areas! People are trapped, rescue teams needed!",0,1,0,1,0,0,1,0,0,1,0
69186,"People with chronic illnesses need immediate medication! Hospitals need power backup immediately! A building collapsed, people are inside! Water pipelines broken, supply disrupted!",0,1,0,1,1,0,1,0,0,0,0
69192,"Airport shut down, supplies not reaching us! Floodwaters contaminated our water supply, need purification! No doctors or first aid available, please help! Phone networks down, no way to call for help!",1,0,0,0,1,0,0,0,0,1,1
69196,"Emergency responders can't charge equipment, need electricity! Need satellite phones for coordination! No soap or clean water, people getting sick! Ambulance stuck, need assistance clearing roads!",1,1,0,0,0,0,0,1,0,1,0
69198,"Floodwaters contaminated our water supply, need purification! Bridges collapsed, can't access affected areas! Bridge collapsed, need alternative routes!",0,0,0,1,0,0,0,0,0,1,1
69199,"Our house was destroyed, need shelter urgently! No doctors or first aid available, please help! Hospitals need power backup immediately!",0,1,0,0,1,0,0,0,1,0,0
69201,"Public buildings damaged, unsafe for use! Hygiene kits needed to prevent disease spread! Hunger crisis here, send food packages urgently!",0,0,1,1,0,0,0,1,0,0,0
69202,"Urgent need for antibiotics and painkillers! Phone networks down, no way to call for help! No power for days, need electricity restoration! We need tents and blankets, it's freezing!",1,1,0,0,1,0,0,0,1,0,0
69204,"Internet failure, can't reach authorities! Bridge collapsed, need alternative routes! Helicopter rescue required, no way to escape!",1,0,0,0,0,0,1,0,0,1,0
69205,"No toilets, sanitation crisis happening! A building collapsed, people are inside! Bridges collapsed, can't access affected areas!",0,0,0,1,0,0,1,1,0,0,0
69208,"Buildings unstable, engineers needed for inspection! Hospital overcrowded, need more medical staff! We need tents and blankets, it's freezing! A building collapsed, people are inside!",0,0,0,1,1,0,1,0,1,0,0
69212,"We need bottled water and filtration kits! Hospitals need power backup immediately! Roads blocked, can't transport food and aid!",0,1,0,0,0,0,0,0,0,1,1
69214,"We need bottled water and filtration kits! We need tents and blankets, it's freezing! A building collapsed, people are inside!",0,0,0,0,0,0,1,0,1,0,1
69218,"No toilets, sanitation crisis happening! Urgent: Clean water required for survival! We have no food left, please send supplies!",0,0,1,0,0,0,0,1,0,0,1
69220,"Roads destroyed, blocking aid transport! Power lines down, no electricity in the area! We have no food left, please send supplies! Urgent need for antibiotics and painkillers!",0,1,1,1,1,0,0,0,0,0,0
69221,"Floodwaters contaminated our water supply, need purification! Phone networks down, no way to call for help! Sewage leaking, risk of outbreak!",1,0,0,0,0,0,0,1,0,0,1
69222,"Bridge collapsed, need alternative routes! Buildings unstable, engineers needed for inspection! Floodwaters contaminated our water supply, need purification!",0,0,0,1,0,0,0,0,0,1,1
69223,"No doctors or first aid available, please help! Roads destroyed, blocking aid transport! Power lines down, no electricity in the area!",0,1,0,1,1,0,0,0,0,0,0
69224,"People are trapped, rescue teams needed! No radio signals, emergency response affected! Airport shut down, supplies not reaching us!",1,0,0,0,0,0,1,0,0,1,0
69226,"Medical aid needed, many are injured! We need tents and blankets, it's freezing! Water pipelines broken, supply disrupted! Floodwaters contaminated our water supply, need purification!",0,0,0,1,1,0,0,0,1,0,1
69227,"Need satellite phones for coordination! Evacuation centers are full, more shelter required! Public buildings damaged, unsafe for use! Medical aid needed, many are injured!",1,0,0,1,1,0,0,0,1,0,0
69230,"We need tents and blankets, it's freezing! No soap or clean water, people getting sick! Roads destroyed, blocking aid transport!",0,0,0,1,0,0,0,1,1,0,0
69238,"A building collapsed, people are inside! Our house was destroyed, need shelter urgently! Hygiene kits needed to prevent disease spread!",0,0,0,0,0,0,1,1,1,0,0
69239,"Medical aid needed, many are injured! Water pipelines broken, supply disrupted! Hunger crisis here, send food packages urgently! Phone networks down, no way to call for help!",1,0,1,1,1,0,0,0,0,0,0
69241,"Ambulance stuck, need assistance clearing roads! Emergency responders can't charge equipment, need electricity! Food distribution center is empty, need immediate assistance! Helicopter rescue required, no way to escape!",0,1,1,0,0,0,1,0,0,1,0
69244,"We need bottled water and filtration kits! Helicopter rescue required, no way to escape! Generators running out of fuel, shelters in darkness! No soap or clean water, people getting sick!",0,1,0,0,0,0,1,1,0,0,1
69245,"Hospitals need power backup immediately! We need tents and blankets, it's freezing! Bridges collapsed, can't access affected areas!",0,1,0,1,0,0,0,0,1,0,0
69246,"Helicopter rescue required, no way to escape! No soap or clean water, people getting sick! Evacuation centers are full, more shelter required!",0,0,0,0,0,0,1,1,1,0,0
69254,"Hunger crisis here, send food packages urgently! Airport shut down, supplies not reaching us! Bridges collapsed, can't access affected areas! Need satellite phones for coordination!",1,0,1,1,0,0,0,0,0,1,0
69256,"Families with children need safe shelters! Lost contact with loved ones, any updates? Urgent: Clean water required for survival! Buildings unstable, engineers needed for inspection!",1,0,0,1,0,0,0,0,1,0,1
69257,"No power for days, need electricity restoration! Water supply cut off, no drinking water available! Bridge collapsed, need alternative routes! Our house was destroyed, need shelter urgently!",0,1,0,0,0,0,0,0,1,1,1
69259,"Urgent need for antibiotics and painkillers! A building collapsed, people are inside! Floodwaters contaminated our water supply, need purification! Generators running out of fuel, shelters in darkness!",0,1,0,0,1,0,1,0,0,0,1
69262,"Water pipelines broken, supply disrupted! People are trapped, rescue teams needed! Medical aid needed, many are injured! Roads blocked, can't transport food and aid!",0,0,0,1,1,0,1,0,0,1,0
69264,"Families are starving, emergency food needed! Need satellite phones for coordination! A building collapsed, people are inside!",1,0,1,0,0,0,1,0,0,0,0
69266,"Power lines down, no electricity in the area! Water pipelines broken, supply disrupted! Lost contact with loved ones, any updates? No doctors or first aid available, please help!",1,1,0,1,1,0,0,0,0,0,0
69267,"Bridge collapsed, need alternative routes! Lost contact with loved ones, any updates? We need canned food, baby formula, and clean drinking water! We need tents and blankets, it's freezing!",1,0,1,0,0,0,0,0,1,1,0
69268,"Airport shut down, supplies not reaching us! No toilets, sanitation crisis happening! No radio signals, emergency response affected! Power lines down, no electricity in the area!",1,1,0,0,0,0,0,1,0,1,0
69270,"A building collapsed, people are inside! No place to stay, sleeping outside in the cold! Families are starving, emergency food needed!",0,0,1,0,0,0,1,0,1,0,0
69271,"Water pipelines broken, supply disrupted! No way to evacuate, transport needed urgently! Food distribution center is empty, need immediate assistance!",0,0,1,1,0,0,0,0,0,1,0
69272,"Roads blocked, can't transport food and aid! No place to stay, sleeping outside in the cold! We need bottled water and filtration kits! No radio signals, emergency response affected!",1,0,0,0,0,0,0,0,1,1,1
69273,"No doctors or first aid available, please help! People are trapped, rescue teams needed! Running out of clean water, people are dehydrated! Hygiene kits needed to prevent disease spread!",0,0,0,0,1,0,1,1,0,0,1
69275,"Water supply cut off, no drinking water available! Generators running out of fuel, shelters in darkness! No toilets, sanitation crisis happening! No doctors or first aid available, please help!",0,1,0,0,1,0,0,1,0,0,1
69276,"No power for days, need electricity restoration! Food distribution center is empty, need immediate assistance! We need tents and blankets, it's freezing!",0,1,1,0,0,0,0,0,1,0,0
69281,"Lost contact with loved ones, any updates? No soap or clean water, people getting sick! Ambulance stuck, need assistance clearing roads! People with chronic illnesses need immediate medication!",1,0,0,0,1,0,0,1,0,1,0
69282,"Emergency responders can't charge equipment, need electricity! Hunger crisis here, send food packages urgently! No soap or clean water, people getting sick! Airport shut down, supplies not reaching us!",0,1,1,0,0,0,0,1,0,1,0
69283,"Medical aid needed, many are injured! No place to stay, sleeping outside in the cold! We need bottled water and filtration kits!",0,0,0,0,1,0,0,0,1,0,1
69284,"Hygiene kits needed to prevent disease spread! Need satellite phones for coordination! We need canned food, baby formula, and clean drinking water! We need tents and blankets, it's freezing!",1,0,1,0,0,0,0,1,1,0,0
69289,"No way to evacuate, transport needed urgently! Evacuation centers are full, more shelter required! People are trapped, rescue teams needed! Internet failure, can't reach authorities!",1,0,0,0,0,0,1,0,1,1,0
69295,"Internet failure, can't reach authorities! No soap or clean water, people getting sick! Urgent need for antibiotics and painkillers!",1,0,0,0,1,0,0,1,0,0,0
69297,"Hospital overcrowded, need more medical staff! People are trapped, rescue teams needed! Evacuation centers are full, more shelter required! Food distribution center is empty, need immediate assistance!",0,0,1,0,1,0,1,0,1,0,0
69299,"Helicopter rescue required, no way to escape! Lost contact with loved ones, any updates? Hospital overcrowded, need more medical staff!",1,0,0,0,1,0,1,0,0,0,0
69301,"Hospital overcrowded, need more medical staff! Families with children need safe shelters! Ambulance stuck, need assistance clearing roads! No radio signals, emergency response affected!",1,0,0,0,1,0,0,0,1,1,0
69306,"Urgent need for antibiotics and painkillers! Floodwaters contaminated our water supply, need purification! Hygiene kits needed to prevent disease spread! Lost contact with loved ones, any updates?",1,0,0,0,1,0,0,1,0,0,1
69307,"Running out of clean water, people are dehydrated! Medical aid needed, many are injured! Water pipelines broken, supply disrupted!",0,0,0,1,1,0,0,0,0,0,1
69311,"No toilets, sanitation crisis happening! A building collapsed, people are inside! Roads blocked, can't transport food and aid! Our house was destroyed, need shelter urgently!",0,0,0,0,0,0,1,1,1,1,0
69312,"No radio signals, emergency response affected! Roads blocked, can't transport food and aid! Floodwaters rising, we need evacuation now! Power lines down, no electricity in the area!",1,1,0,0,0,0,1,0,0,1,0
69315,"No place to stay, sleeping outside in the cold! Roads blocked, can't transport food and aid! We need canned food, baby formula, and clean drinking water!",0,0,1,0,0,0,0,0,1,1,0
69322,"No doctors or first aid available, please help! Need satellite phones for coordination! Bridge collapsed, need alternative routes! No power for days, need electricity restoration!",1,1,0,0,1,0,0,0,0,1,0
69324,"Medical aid needed, many are injured! No toilets, sanitation crisis happening! Elderly and disabled stuck, urgent rescue help required!",0,0,0,0,1,0,1,1,0,0,0
69326,"People are trapped, rescue teams needed! Power lines down, no electricity in the area! Families are starving, emergency food needed!",0,1,1,0,0,0,1,0,0,0,0
69327,"No radio signals, emergency response affected! We need tents and blankets, it's freezing! Helicopter rescue required, no way to escape! Hygiene kits needed to prevent disease spread!",1,0,0,0,0,0,1,1,1,0,0
69334,"No doctors or first aid available, please help! Floodwaters contaminated our water supply, need purification! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,0,0,0,0,1
69335,"Floodwaters rising, we need evacuation now! Hospital overcrowded, need more medical staff! Running out of clean water, people are dehydrated! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,1,0,0,0,1
69338,"Water pipelines broken, supply disrupted! Elderly and disabled stuck, urgent rescue help required! Hunger crisis here, send food packages urgently!",0,0,1,1,0,0,1,0,0,0,0
69340,"Ambulance stuck, need assistance clearing roads! We need tents and blankets, it's freezing! Elderly and disabled stuck, urgent rescue help required!",0,0,0,0,0,0,1,0,1,1,0
69342,"Hospitals need power backup immediately! Medical aid needed, many are injured! Urgent: Clean water required for survival! A building collapsed, people are inside!",0,1,0,0,1,0,1,0,0,0,1
69343,"Medical aid needed, many are injured! We need canned food, baby formula, and clean drinking water! Bridge collapsed, need alternative routes! We need bottled water and filtration kits!",0,0,1,0,1,0,0,0,0,1,1
69345,"Need satellite phones for coordination! Our house was destroyed, need shelter urgently! Families are starving, emergency food needed! Buildings unstable, engineers needed for inspection!",1,0,1,1,0,0,0,0,1,0,0
69357,"Hospitals need power backup immediately! Hunger crisis here, send food packages urgently! Roads blocked, can't transport food and aid!",0,1,1,0,0,0,0,0,0,1,0
69361,"No soap or clean water, people getting sick! We need canned food, baby formula, and clean drinking water! No place to stay, sleeping outside in the cold! Roads blocked, can't transport food and aid!",0,0,1,0,0,0,0,1,1,1,0
69364,"Evacuation centers are full, more shelter required! Urgent: Clean water required for survival! Roads blocked, can't transport food and aid! Urgent need for antibiotics and painkillers!",0,0,0,0,1,0,0,0,1,1,1
69365,"Food distribution center is empty, need immediate assistance! Urgent: Clean water required for survival! Families with children need safe shelters! Buildings unstable, engineers needed for inspection!",0,0,1,1,0,0,0,0,1,0,1
69366,"Floodwaters rising, we need evacuation now! Hospitals need power backup immediately! Bridge collapsed, need alternative routes! No toilets, sanitation crisis happening!",0,1,0,0,0,0,1,1,0,1,0
69367,"Roads blocked, can't transport food and aid! Internet failure, can't reach authorities! Medical aid needed, many are injured! People are trapped, rescue teams needed!",1,0,0,0,1,0,1,0,0,1,0
69368,"Roads destroyed, blocking aid transport! We need canned food, baby formula, and clean drinking water! Sewage leaking, risk of outbreak!",0,0,1,1,0,0,0,1,0,0,0
69370,"Need satellite phones for coordination! Bridge collapsed, need alternative routes! Water pipelines broken, supply disrupted! We need bottled water and filtration kits!",1,0,0,1,0,0,0,0,0,1,1
69376,"No place to stay, sleeping outside in the cold! Internet failure, can't reach authorities! Generators running out of fuel, shelters in darkness!",1,1,0,0,0,0,0,0,1,0,0
69378,"Airport shut down, supplies not reaching us! No place to stay, sleeping outside in the cold! Buildings unstable, engineers needed for inspection! Need satellite phones for coordination!",1,0,0,1,0,0,0,0,1,1,0
69380,"We need tents and blankets, it's freezing! No radio signals, emergency response affected! A building collapsed, people are inside!",1,0,0,0,0,0,1,0,1,0,0
69384,"Evacuation centers are full, more shelter required! Families are starving, emergency food needed! Water pipelines broken, supply disrupted! Hygiene kits needed to prevent disease spread!",0,0,1,1,0,0,0,1,1,0,0
69386,"Medical aid needed, many are injured! People are trapped, rescue teams needed! Floodwaters contaminated our water supply, need purification!",0,0,0,0,1,0,1,0,0,0,1
69387,"No way to evacuate, transport needed urgently! No toilets, sanitation crisis happening! We need bottled water and filtration kits!",0,0,0,0,0,0,0,1,0,1,1
69388,"No radio signals, emergency response affected! Roads destroyed, blocking aid transport! People with chronic illnesses need immediate medication! Generators running out of fuel, shelters in darkness!",1,1,0,1,1,0,0,0,0,0,0
69390,"Water supply cut off, no drinking water available! Emergency responders can't charge equipment, need electricity! Phone networks down, no way to call for help! Evacuation centers are full, more shelter required!",1,1,0,0,0,0,0,0,1,0,1
69391,"Medical aid needed, many are injured! Floodwaters contaminated our water supply, need purification! Power lines down, no electricity in the area! Water pipelines broken, supply disrupted!",0,1,0,1,1,0,0,0,0,0,1
69392,"Hospital overcrowded, need more medical staff! Hunger crisis here, send food packages urgently! Hygiene kits needed to prevent disease spread!",0,0,1,0,1,0,0,1,0,0,0
69393,"Hygiene kits needed to prevent disease spread! Floodwaters rising, we need evacuation now! Internet failure, can't reach authorities! No power for days, need electricity restoration!",1,1,0,0,0,0,1,1,0,0,0
69394,"We need bottled water and filtration kits! Hospitals need power backup immediately! Bridge collapsed, need alternative routes!",0,1,0,0,0,0,0,0,0,1,1
69396,"Public buildings damaged, unsafe for use! Internet failure, can't reach authorities! Running out of clean water, people are dehydrated!",1,0,0,1,0,0,0,0,0,0,1
69398,"People are trapped, rescue teams needed! Emergency responders can't charge equipment, need electricity! Need satellite phones for coordination! Our house was destroyed, need shelter urgently!",1,1,0,0,0,0,1,0,1,0,0
69400,"Families are starving, emergency food needed! Lost contact with loved ones, any updates? Emergency responders can't charge equipment, need electricity! Public buildings damaged, unsafe for use!",1,1,1,1,0,0,0,0,0,0,0
69401,"Emergency responders can't charge equipment, need electricity! No place to stay, sleeping outside in the cold! We need bottled water and filtration kits!",0,1,0,0,0,0,0,0,1,0,1
69402,"A building collapsed, people are inside! No soap or clean water, people getting sick! No doctors or first aid available, please help! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,1,1,0,0,0
69404,"Families with children need safe shelters! Internet failure, can't reach authorities! Running out of clean water, people are dehydrated! Power lines down, no electricity in the area!",1,1,0,0,0,0,0,0,1,0,1
69406,"Power lines down, no electricity in the area! Urgent: Clean water required for survival! No place to stay, sleeping outside in the cold! Ambulance stuck, need assistance clearing roads!",0,1,0,0,0,0,0,0,1,1,1
69411,"We need tents and blankets, it's freezing! Hunger crisis here, send food packages urgently! Hospitals need power backup immediately! No toilets, sanitation crisis happening!",0,1,1,0,0,0,0,1,1,0,0
